experiment_id,scenario_id,composition_id,axes_json,attacker,defender,samples,attacker_wins,draws,attacker_losses,mean_rounds,budget_A,target_budget_A,remainder_A,A_initial_soldier,A_initial_spearman,A_initial_archer,A_initial_knight,budget_B,target_budget_B,remainder_B,B_initial_soldier,B_initial_spearman,B_initial_archer,B_initial_knight,A_raw_dead_soldier,A_raw_wounded_soldier,A_projected_dead_soldier,A_projected_wounded_soldier,A_projected_prisoners_soldier,A_raw_dead_spearman,A_raw_wounded_spearman,A_projected_dead_spearman,A_projected_wounded_spearman,A_projected_prisoners_spearman,A_raw_dead_archer,A_raw_wounded_archer,A_projected_dead_archer,A_projected_wounded_archer,A_projected_prisoners_archer,A_raw_dead_knight,A_raw_wounded_knight,A_projected_dead_knight,A_projected_wounded_knight,A_projected_prisoners_knight,A_bench_economic_loss_rate,B_raw_dead_soldier,B_raw_wounded_soldier,B_projected_dead_soldier,B_projected_wounded_soldier,B_projected_prisoners_soldier,B_raw_dead_spearman,B_raw_wounded_spearman,B_projected_dead_spearman,B_projected_wounded_spearman,B_projected_prisoners_spearman,B_raw_dead_archer,B_raw_wounded_archer,B_projected_dead_archer,B_projected_wounded_archer,B_projected_prisoners_archer,B_raw_dead_knight,B_raw_wounded_knight,B_projected_dead_knight,B_projected_wounded_knight,B_projected_prisoners_knight,B_bench_economic_loss_rate
02f93e06b10bf00d02ab7c6d,mono-b120000-archer-knight,reference,[],A,B,2000,0,0,2000,1,119980,120000,20,0,0,1714,0,119900,120000,100,0,0,0,218,0,0,0,0,0,0,0,0,0,0,762.9905,0,38.1485,0,0,0,0,0,0,0,0.022257001166861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,10.908,0,0.050036697247706
02f93e06b10bf00d02ab7c6d,mono-b120000-archer-knight,reference,[],B,A,2000,2000,0,0,1,119980,120000,20,0,0,1714,0,119900,120000,100,0,0,0,218,0,0,0,0,0,0,0,0,0,0,762.9905,0,38.1485,0,0,0,0,0,0,0,0.022257001166861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,10.908,0,0.050036697247706
059b1347100abac5c37de1bb,mono-b360000-soldier-spearman,reference,[],A,B,2000,0,0,2000,13,360000,360000,0,36000,0,0,0,359940,360000,60,0,5142,0,0,13412.643,13281.8495,670.993,505.272,159.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032674027777778,0,0,0,0,0,0,5116.9925,0,256.144,0,0,0,0,0,0,0,0,0,0,0,0.049814080124465
059b1347100abac5c37de1bb,mono-b360000-soldier-spearman,reference,[],B,A,2000,1329,0,671,20,360000,360000,0,36000,0,0,0,359940,360000,60,0,5142,0,0,9898.754,20819.7665,495.5415,875.5305,166.0895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038085333333333,0,0,0,0,0,1386.0605,3755.8385,69.6205,188.141,0,0,0,0,0,0,0,0,0,0,0,0.050128646441074
17300a5a5a0409d88da33cf4,mono-b120000-spearman-spearman,reference,[],A,B,2000,0,0,2000,7,119980,120000,20,0,1714,0,0,119980,120000,20,0,1714,0,0,0,0,0,0,0,852.6135,843.76,42.7855,42.174,0,0,0,0,0,0,0,0,0,0,0,0.04956796966161,0,0,0,0,0,0,1500.666,0,75.0265,0,0,0,0,0,0,0,0,0,0,0,0.043772753792299
17300a5a5a0409d88da33cf4,mono-b120000-spearman-spearman,reference,[],B,A,2000,0,0,2000,7,119980,120000,20,0,1714,0,0,119980,120000,20,0,1714,0,0,0,0,0,0,0,0,1501.7705,0,75.2,0,0,0,0,0,0,0,0,0,0,0,0.043873978996499,0,0,0,0,0,853.05,843.0905,42.842,42.1485,0,0,0,0,0,0,0,0,0,0,0,0.049586056009335
224b20ea31b5c7e87ec2b1bd,mono-b120000-spearman-knight,reference,[],A,B,2000,620,0,1380,3,119980,120000,20,0,1714,0,0,119900,120000,100,0,0,0,218,0,0,0,0,0,809.241,669.8635,40.6155,33.449,0,0,0,0,0,0,0,0,0,0,0,0.043211493582264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1425,128.8575,4.428,6.414,0,0.049733944954128
224b20ea31b5c7e87ec2b1bd,mono-b120000-spearman-knight,reference,[],B,A,2000,0,0,2000,2,119980,120000,20,0,1714,0,0,119900,120000,100,0,0,0,218,0,0,0,0,0,339.2895,846.863,17.0605,42.393,0,0,0,0,0,0,0,0,0,0,0,0.03468698949825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,10.8125,0,0,0.049598623853211
2c8b151195c65eef7b411a0c,mono-b360000-spearman-spearman,reference,[],A,B,2000,0,0,2000,7,359940,360000,60,0,5142,0,0,359940,360000,60,0,5142,0,0,0,0,0,0,0,2557.2425,2532.149,128.02,126.63,0,0,0,0,0,0,0,0,0,0,0,0.049523531699728,0,0,0,0,0,0,4502.943,0,225.4975,0,0,0,0,0,0,0,0,0,0,0,0.043854045118631
2c8b151195c65eef7b411a0c,mono-b360000-spearman-spearman,reference,[],B,A,2000,0,0,2000,7,359940,360000,60,0,5142,0,0,359940,360000,60,0,5142,0,0,0,0,0,0,0,0,4503.942,0,225.1625,0,0,0,0,0,0,0,0,0,0,0,0.043788895371451,0,0,0,0,0,2558.4835,2529.849,128.2745,126.6935,0,0,0,0,0,0,0,0,0,0,0,0.049585375340334
2d6a059e6e3e5d4e1938facc,mono-b12000-soldier-archer,reference,[],A,B,2000,18,0,1982,8.0845,12000,12000,0,1200,0,0,0,11970,12000,30,0,0,171,0,459.804,647.534,22.9515,24.7175,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039724166666667,0,0,0,0,0,0,0,0,0,0,31.169,139.0925,1.5545,6.9925,0,0,0,0,0,0,0.049982456140351
2d6a059e6e3e5d4e1938facc,mono-b12000-soldier-archer,reference,[],B,A,2000,2000,0,0,5,12000,12000,0,1200,0,0,0,11970,12000,30,0,0,171,0,522.2335,450.8755,26.102,17.131,5.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360275,0,0,0,0,0,0,0,0,0,0,0,160.1375,0,8.072,0,0,0,0,0,0,0.047204678362573
326802c0d4a0c5449e108a18,mono-b12000-soldier-soldier,reference,[],A,B,2000,961,0,1039,20,12000,12000,0,1200,0,0,0,12000,12000,0,1200,0,0,0,159.737,894.538,8.0085,39.3825,5.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394925,159.5675,894.4675,7.9455,39.6725,5.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039681666666667
326802c0d4a0c5449e108a18,mono-b12000-soldier-soldier,reference,[],B,A,2000,995,0,1005,20,12000,12000,0,1200,0,0,0,12000,12000,0,1200,0,0,0,159.737,894.538,8.0085,39.614,5.3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039685416666667,159.5675,894.4675,7.9455,39.4345,5.3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039483333333333
3dc82c9e088b4b89a31040ae,mono-b12000-soldier-spearman,reference,[],A,B,2000,0,0,2000,13.038,12000,12000,0,1200,0,0,0,11970,12000,30,0,171,0,0,447.59,442.67,22.366,16.846,5.3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032676666666667,0,0,0,0,0,0.0385,169.846,0.002,8.5095,0,0,0,0,0,0,0,0,0,0,0,0.04977485380117
3dc82c9e088b4b89a31040ae,mono-b12000-soldier-spearman,reference,[],B,A,2000,991,0,1009,19.9985,12000,12000,0,1200,0,0,0,11970,12000,30,0,171,0,0,328.353,694.2915,16.41,30.767,4.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039314166666667,0,0,0,0,0,47.3695,123.616,2.3575,6.239,0,0,0,0,0,0,0,0,0,0,0,0.050271929824561
3fef9f920ae2398062a939e2,mono-b360000-spearman-knight,reference,[],A,B,2000,366,0,1634,3,359940,360000,60,0,5142,0,0,359700,360000,300,0,0,0,654,0,0,0,0,0,2428.6265,2009.1395,121.522,100.5025,0,0,0,0,0,0,0,0,0,0,0,0.043178626993388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.8825,389.1175,13.1635,19.58,0,0.050066513761468
3fef9f920ae2398062a939e2,mono-b360000-spearman-knight,reference,[],B,A,2000,0,0,2000,2,359940,360000,60,0,5142,0,0,359700,360000,300,0,0,0,654,0,0,0,0,0,1018.6605,2540.053,51.0655,126.984,0,0,0,0,0,0,0,0,0,0,0,0.034626507195644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,32.6455,0,0,0.049916666666667
44e54e00710166b92be8c8d8,mono-b12000-archer-archer,reference,[],A,B,2000,2000,0,0,2.008,11970,12000,30,0,0,171,0,11970,12000,30,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0.8695,170.1305,0.0475,8.469,0,0,0,0,0,0,0.049804093567251,0,0,0,0,0,0,0,0,0,0,97.458,73.542,4.903,3.712,0,0,0,0,0,0,0.050380116959064
44e54e00710166b92be8c8d8,mono-b12000-archer-archer,reference,[],B,A,2000,2000,0,0,2.0075,11970,12000,30,0,0,171,0,11970,12000,30,0,0,171,0,0,0,0,0,0,0,0,0,0,0,97.39,73.61,4.896,3.67,0,0,0,0,0,0,0.050093567251462,0,0,0,0,0,0,0,0,0,0,0.8195,170.1805,0.0385,8.557,0,0,0,0,0,0,0.050266081871345
45e17c2efbb5d4d72b53f072,mono-b360000-knight-knight,reference,[],A,B,2000,986,0,1014,1,359700,360000,300,0,0,0,654,359700,360000,300,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.812,326.188,16.5005,16.2685,0,0.050105504587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.23,326.77,16.295,16.392,0,0.049980122324159
45e17c2efbb5d4d72b53f072,mono-b360000-knight-knight,reference,[],B,A,2000,997,0,1003,1,359700,360000,300,0,0,0,654,359700,360000,300,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.812,326.188,16.5005,16.2685,0,0.050105504587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.23,326.77,16.295,16.392,0,0.049980122324159
4d96e79b6015fadb93ed8b75,mono-b12000-soldier-knight,reference,[],A,B,2000,204,0,1796,6.037,12000,12000,0,1200,0,0,0,11550,12000,450,0,0,0,21,442.797,0,22.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8075,18.1925,0.155,0.9275,0,0.051547619047619
4d96e79b6015fadb93ed8b75,mono-b12000-soldier-knight,reference,[],B,A,2000,1796,0,204,6.037,12000,12000,0,1200,0,0,0,11550,12000,450,0,0,0,21,442.797,0,22.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8075,18.1925,0.155,0.9275,0,0.051547619047619
4fbb82be45aefc382acbeaef,mono-b120000-archer-archer,reference,[],A,B,2000,2000,0,0,2,119980,120000,20,0,0,1714,0,119980,120000,20,0,0,1714,0,0,0,0,0,0,0,0,0,0,0,0,1714,0,85.7055,0,0,0,0,0,0,0.050003208868145,0,0,0,0,0,0,0,0,0,0,963.358,750.642,48.2685,37.5805,0,0,0,0,0,0,0.050086931155193
4fbb82be45aefc382acbeaef,mono-b120000-archer-archer,reference,[],B,A,2000,2000,0,0,2,119980,120000,20,0,0,1714,0,119980,120000,20,0,0,1714,0,0,0,0,0,0,0,0,0,0,0,963.591,750.409,48.343,37.447,0,0,0,0,0,0,0.050052508751459,0,0,0,0,0,0,0,0,0,0,0,1714,0,85.783,0,0,0,0,0,0,0.050048424737456
5681db895ba554c984b505f5,mono-b360000-archer-archer,reference,[],A,B,2000,2000,0,0,2,359940,360000,60,0,0,5142,0,359940,360000,60,0,0,5142,0,0,0,0,0,0,0,0,0,0,0,0,5142,0,257.1565,0,0,0,0,0,0,0.050010987942435,0,0,0,0,0,0,0,0,0,0,2891.326,2250.674,144.8205,112.508,0,0,0,0,0,0,0.050044437961883
5681db895ba554c984b505f5,mono-b360000-archer-archer,reference,[],B,A,2000,2000,0,0,2,359940,360000,60,0,0,5142,0,359940,360000,60,0,0,5142,0,0,0,0,0,0,0,0,0,0,0,2891.325,2250.675,144.714,112.555,0,0,0,0,0,0,0.050032866588876,0,0,0,0,0,0,0,0,0,0,0,5142,0,257.3805,0,0,0,0,0,0,0.05005455075846
585114497546f8f2d6c48cb7,mono-b120000-soldier-spearman,reference,[],A,B,2000,0,0,2000,13,120000,120000,0,12000,0,0,0,119980,120000,20,0,1714,0,0,4471.004,4426.4855,223.849,168.48,53.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032694083333333,0,0,0,0,0,0.0035,1705.5605,0,85.292,0,0,0,0,0,0,0,0,0,0,0,0.049761960326721
585114497546f8f2d6c48cb7,mono-b120000-soldier-spearman,reference,[],B,A,2000,1205,0,795,20,120000,120000,0,12000,0,0,0,119980,120000,20,0,1714,0,0,3299.9845,6938.9465,165.296,297.4295,50.1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038560458333333,0,0,0,0,0,462.703,1251.2375,23.3235,62.616,0,0,0,0,0,0,0,0,0,0,0,0.050139731621937
6866debf34828ca289995be9,mono-b120000-soldier-knight,reference,[],A,B,2000,0,0,2000,6,120000,120000,0,12000,0,0,0,119900,120000,100,0,0,0,218,4578.001,0,229.2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019100375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805,217.195,0.045,10.873,0,0.050082568807339
6866debf34828ca289995be9,mono-b120000-soldier-knight,reference,[],B,A,2000,2000,0,0,6,120000,120000,0,12000,0,0,0,119900,120000,100,0,0,0,218,4578.001,0,229.2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019100375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805,217.195,0.045,10.873,0,0.050082568807339
6ee739e25200820057718a19,mono-b360000-soldier-archer,reference,[],A,B,2000,0,0,2000,8,360000,360000,0,36000,0,0,0,359940,360000,60,0,0,5142,0,13585.641,19596.4255,679.8285,745.2675,235.1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039586,0,0,0,0,0,0,0,0,0,0,847.792,4276.8505,42.422,214.0795,0,0,0,0,0,0,0.049883605600933
6ee739e25200820057718a19,mono-b360000-soldier-archer,reference,[],B,A,2000,2000,0,0,5,360000,360000,0,36000,0,0,0,359940,360000,60,0,0,5142,0,15743.9995,13499.7895,787.757,513.5995,161.9885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036148791666667,0,0,0,0,0,0,0,0,0,0,0,4812.233,0,240.6765,0,0,0,0,0,0,0.046806009334889
7381858932d41d6ad10468d9,mono-b120000-soldier-archer,reference,[],A,B,2000,0,0,2000,8,120000,120000,0,12000,0,0,0,119980,120000,20,0,0,1714,0,4527.6625,6532.627,226.726,248.698,78.3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039618666666667,0,0,0,0,0,0,0,0,0,0,282.31,1425.8725,14.2385,71.312,0,0,0,0,0,0,0.049912777129522
7381858932d41d6ad10468d9,mono-b120000-soldier-archer,reference,[],B,A,2000,2000,0,0,5,120000,120000,0,12000,0,0,0,119980,120000,20,0,0,1714,0,5247.1365,4500.8935,262.7905,171.457,53.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036187291666667,0,0,0,0,0,0,0,0,0,0,0,1603.9715,0,80.278,0,0,0,0,0,0,0.046836639439907
773ed616788ab2958d80f9ac,mono-b360000-soldier-knight,reference,[],A,B,2000,0,0,2000,6,360000,360000,0,36000,0,0,0,359700,360000,300,0,0,0,654,13734.0145,0,687.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019087388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881,653.119,0.0525,32.7335,0,0.050131498470948
773ed616788ab2958d80f9ac,mono-b360000-soldier-knight,reference,[],B,A,2000,2000,0,0,6,360000,360000,0,36000,0,0,0,359700,360000,300,0,0,0,654,13734.0145,0,687.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019087388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881,653.119,0.0525,32.7335,0,0.050131498470948
784540a28b255b12e68fd3da,mono-b120000-spearman-archer,reference,[],A,B,2000,0,0,2000,7,119980,120000,20,0,1714,0,0,119980,120000,20,0,0,1714,0,0,0,0,0,0,1117.74,596.26,56.117,29.757,0,0,0,0,0,0,0,0,0,0,0,0.050101516919487,0,0,0,0,0,0,0,0,0,0,790.8055,921.065,39.6265,46.0285,0,0,0,0,0,0,0.049973745624271
784540a28b255b12e68fd3da,mono-b120000-spearman-archer,reference,[],B,A,2000,0,0,2000,4,119980,120000,20,0,1714,0,0,119980,120000,20,0,0,1714,0,0,0,0,0,0,0,1714,0,85.7655,0,0,0,0,0,0,0,0,0,0,0,0.05003821470245,0,0,0,0,0,0,0,0,0,0,936.737,751.2665,46.991,37.6665,0,0,0,0,0,0,0.049391773628938
a3c6e1120b9aa3d31249b356,mono-b12000-spearman-knight,reference,[],A,B,2000,1554,0,446,3.002,11970,12000,30,0,171,0,0,11550,12000,450,0,0,0,21,0,0,0,0,0,75.4865,69.2155,3.7935,3.498,0,0,0,0,0,0,0,0,0,0,0,0.042640350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.732,7.268,0.69,0.3705,0,0.0505
a3c6e1120b9aa3d31249b356,mono-b12000-spearman-knight,reference,[],B,A,2000,0,0,2000,2,11970,12000,30,0,171,0,0,11550,12000,450,0,0,0,21,0,0,0,0,0,31.4585,83.8665,1.5745,4.1915,0,0,0,0,0,0,0,0,0,0,0,0.033719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1.0605,0,0,0.0505
a8b2d7f16b5bff75567a8ac1,mono-b120000-knight-knight,reference,[],A,B,2000,963,0,1037,1,119900,120000,100,0,0,0,218,119900,120000,100,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.398,108.602,5.4655,5.45,0,0.050071100917431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.7785,109.2215,5.4425,5.45,0,0.049965596330275
a8b2d7f16b5bff75567a8ac1,mono-b120000-knight-knight,reference,[],B,A,2000,996,0,1004,1,119900,120000,100,0,0,0,218,119900,120000,100,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.398,108.602,5.4655,5.45,0,0.050071100917431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.7785,109.2215,5.4425,5.45,0,0.049965596330275
afdd06b49732ec7312e6087b,mono-b12000-spearman-spearman,reference,[],A,B,2000,0,0,2000,6.9895,11970,12000,30,0,171,0,0,11970,12000,30,0,171,0,0,0,0,0,0,0,84.766,83.9585,4.29,4.2365,0,0,0,0,0,0,0,0,0,0,0,0.049862573099415,0,0,0,0,0,0.0005,149.592,0,7.5105,0,0,0,0,0,0,0,0,0,0,0,0.043921052631579
afdd06b49732ec7312e6087b,mono-b12000-spearman-spearman,reference,[],B,A,2000,0,0,2000,6.994,11970,12000,30,0,171,0,0,11970,12000,30,0,171,0,0,0,0,0,0,0,0.0005,149.773,0,7.5075,0,0,0,0,0,0,0,0,0,0,0,0.04390350877193,0,0,0,0,0,85.124,83.743,4.2445,4.2385,0,0,0,0,0,0,0,0,0,0,0,0.049608187134503
